SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO
GO,DEPUTADO ESTADUAL,40367,JO�O POUCAS E BOAS,40,PSB
MA,DEPUTADO ESTADUAL,90133,Z� GENESIO,90,PROS
DF,DEPUTADO DISTRITAL,23123,CLAUDECI LUART,23,CIDADANIA
SP,GOVERNADOR,21,GABRIEL COLOMBO,21,PCB
RJ,DEPUTADO ESTADUAL,22120,ANDERSON MORAES,22,PL
MG,DEPUTADO FEDERAL,2845,SILENE DAMASCENO,28,PRTB
TO,GOVERNADOR,50,KAROL CHAVES,50,PSOL
PI,DEPUTADO ESTADUAL,36136,FRANCISCO RODRIGUES DE SOUSA F,36,AGIR
SC,DEPUTADO FEDERAL,7010,�RIS CARLA,70,AVANTE
RJ,DEPUTADO ESTADUAL,90629,WILSON DE TR�S FONTES,90,PROS
PE,DEPUTADO FEDERAL,1314,CARLOS VERAS,13,PT
SC,1� SUPLENTE,400,JOSE FRITSCH,13,PT
PR,DEPUTADO ESTADUAL,90077,CESAR NORT�O,90,PROS
AM,DEPUTADO ESTADUAL,15319,ANDRE MARSILIO DA BR 319,15,MDB
DF,DEPUTADO FEDERAL,4433,ELISEU KADESH,44,UNI�O
TO,DEPUTADO FEDERAL,7005,HELENA SOCORRO,70,AVANTE
PB,DEPUTADO ESTADUAL,35555,MARQUINHOS DO PEDREGAL,35,PMB
ES,DEPUTADO ESTADUAL,90090,PAIAKAN,90,PROS
PR,DEPUTADO ESTADUAL,43025,PROFESSOR NATAL,43,PV
CE,DEPUTADO FEDERAL,4580,ELY AGUIAR,45,PSDB
SP,DEPUTADO ESTADUAL,22700,JUNIOR PIFFER,22,PL
SP,DEPUTADO ESTADUAL,33422,RAQUEL TOIAN ADVOGADA,33,PMN
SP,DEPUTADO FEDERAL,7722,DANILO MORGADO,77,SOLIDARIEDADE
PA,DEPUTADO ESTADUAL,12123,DEFENSOR C�SSIO BITAR,12,PDT
MG,DEPUTADO ESTADUAL,22120,CAROL FIGUEIREDO,22,PL
MG,DEPUTADO ESTADUAL,22122,SARGENTO RODRIGUES,22,PL
AL,DEPUTADO ESTADUAL,13134,SILVANO,13,PT
MG,VICE-GOVERNADOR,35,ANTONIO OTAVIO,35,PMB
SC,DEPUTADO ESTADUAL,12066,CHICO TWARDOVSKI,12,PDT
MG,DEPUTADO FEDERAL,4484,PATRICIA ROCHA,44,UNI�O
GO,DEPUTADO ESTADUAL,15015,THIAGO ALBERNAZ,15,MDB
MG,DEPUTADO FEDERAL,2840,RAIMUNDINHO DA FARM�CIA,28,PRTB
MG,DEPUTADO FEDERAL,1404,ADRIANA BORGES,14,PTB
RS,DEPUTADO ESTADUAL,44190,FORCOLEN DO BRASIL URGENTE,44,UNI�O
RJ,DEPUTADO FEDERAL,2876,PROFESSOR F�BIO GARRIDO,28,PRTB
SP,DEPUTADO ESTADUAL,30005,TAIS ZUZA,30,NOVO
PR,DEPUTADO ESTADUAL,30022,JEFFERSON PALLU,30,NOVO
RS,DEPUTADO ESTADUAL,22333,MARCIO PATUSSI,22,PL
MS,DEPUTADO ESTADUAL,44333,RHIAD,44,UNI�O
GO,DEPUTADO ESTADUAL,28022,POLICIAL FEDERAL SUENDER,28,PRTB
MG,DEPUTADO ESTADUAL,19657,CAPIT�O WILLIAM DOUGLAS,19,PODE
PA,DEPUTADO ESTADUAL,90090,FRANCISCO CARDOSO,90,PROS
MT,DEPUTADO ESTADUAL,23230,ENFERMEIRO ADEMILSON,23,CIDADANIA
GO,DEPUTADO ESTADUAL,19242,GRACINHHA DO JARDIM SERRANO,19,PODE
PI,DEPUTADO ESTADUAL,13123,LIMMA,13,PT
RN,DEPUTADO ESTADUAL,44024,RAIMUNDINHO DUARTE,44,UNI�O
SP,DEPUTADO FEDERAL,1443,CLAL ALMEIDA,14,PTB
PI,DEPUTADO ESTADUAL,15555,JO�O MADISON,15,MDB
TO,DEPUTADO FEDERAL,1122,CLEITON PINHEIRO,11,PP
GO,DEPUTADO ESTADUAL,15333,LUCAS CALIL,15,MDB
AL,DEPUTADO ESTADUAL,12444,ROBERTA CAVALCANTE,12,PDT
RS,DEPUTADO ESTADUAL,55153,MARCOS MAIER,55,PSD
BA,DEPUTADO ESTADUAL,15122,SANDRO DE CL�UDIO SENA,15,MDB
MS,DEPUTADO ESTADUAL,22762,RODRIGO COBRA,22,PL
RJ,DEPUTADO ESTADUAL,51192,AGUINALDO MICUIM ENFERMAGEM,51,PATRIOTA
RJ,DEPUTADO ESTADUAL,90077,TIO CARLINHOS,90,PROS
AM,DEPUTADO FEDERAL,1234,GUMA,12,PDT
SE,DEPUTADO FEDERAL,5011,JULIANA MOTORISTA,50,PSOL
RJ,DEPUTADO ESTADUAL,30123,SANDRA ALBUQUERQUE ,30,NOVO
PE,DEPUTADO FEDERAL,1930,CRISTOVAM BOMBEIRO,19,PODE
SP,DEPUTADO FEDERAL,1922,PAULO CAMPOS,19,PODE
RJ,DEPUTADO FEDERAL,7722,THIMOTEO CAVALCANTI,77,SOLIDARIEDADE
RN,GOVERNADOR,16,ROS�LIA FERNANDES,16,PSTU
SP,DEPUTADO ESTADUAL,12003,KIM,12,PDT
SP,DEPUTADO ESTADUAL,12723,MAMETO AJADAREUIN,12,PDT
PR,DEPUTADO ESTADUAL,77333,WILL,77,SOLIDARIEDADE
SE,DEPUTADO FEDERAL,3309,CORONEL BONFIM,33,PMN
MA,DEPUTADO ESTADUAL,50133,PAULO DO COLETIVO LULAMARIELLE,50,PSOL
BA,DEPUTADO FEDERAL,1990,ROBSON OLIVEIRA,19,PODE
RS,DEPUTADO ESTADUAL,13001,PEPE VARGAS,13,PT
RS,DEPUTADO ESTADUAL,44144,MANO MARTINS,44,UNI�O
MG,DEPUTADO FEDERAL,1340,GUSTAVO MENDES,13,PT
RS,DEPUTADO ESTADUAL,14777,ELIZANDRO SABINO,14,PTB
CE,DEPUTADO FEDERAL,9030,NARLIA NARBAL,90,PROS
AP,DEPUTADO ESTADUAL,28199,CLAU ALVES,28,PRTB
BA,2� SUPLENTE,222,ZILDETE SOARES,22,PL
BA,DEPUTADO FEDERAL,6522,ALICE PORTUGAL,65,PC do B
RN,DEPUTADO ESTADUAL,14444,LUCIMAR GOMES,14,PTB
SP,DEPUTADO ESTADUAL,10400,CHAYNI MELLO,10,REPUBLICANOS
DF,DEPUTADO DISTRITAL,43420,JEANN CUNHA,43,PV
CE,DEPUTADO ESTADUAL,33700,DENIS BRITO,33,PMN
SC,DEPUTADO ESTADUAL,51022,DR. JONAS,51,PATRIOTA
AM,DEPUTADO ESTADUAL,27667,SAMARONE O VERDADEIRO,27,DC
MG,DEPUTADO FEDERAL,2007,WALDONIR SOARES,20,PSC
RS,DEPUTADO ESTADUAL,14456,VERE,14,PTB
MG,DEPUTADO ESTADUAL,44115,MARIA SOLEDADE ,44,UNI�O
PA,DEPUTADO ESTADUAL,40279, ANTONIO CANGAIA,40,PSB
CE,DEPUTADO ESTADUAL,70287,PROFESSORA L�CIA PIRES,70,AVANTE
GO,DEPUTADO ESTADUAL,19555,DRA GISELE LISBOA,19,PODE
RJ,DEPUTADO ESTADUAL,10002,DR ALFREDO DENTISTA,10,REPUBLICANOS
PA,DEPUTADO ESTADUAL,20220,RICHES FOR�A E HONRA,20,PSC
PR,DEPUTADO FEDERAL,2004,ADRIANA MACHADO,20,PSC
RN,SENADOR,333,PASTOR SILVESTRE,33,PMN
SP,DEPUTADO ESTADUAL,55300,PROFESSORA VAL�RIA TORRES,55,PSD
CE,DEPUTADO ESTADUAL,12555,ORIEL FILHO,12,PDT
ES,DEPUTADO ESTADUAL,35181,JAQUELINE ARNALDO,35,PMB
GO,DEPUTADO ESTADUAL,12223,THARIK UCHOA,12,PDT
SP,DEPUTADO FEDERAL,3633,LILA CARVALHO,36,AGIR
SP,DEPUTADO ESTADUAL,50110,EDIANE MARIA,50,PSOL
CE,DEPUTADO FEDERAL,5188,F�TIMA CAVALCANTE,51,PATRIOTA
SP,DEPUTADO ESTADUAL,10033,SARGENTO ROG�RIO P�DUA,10,REPUBLICANOS
PA,DEPUTADO FEDERAL,7775,LENNA CAUPER,77,SOLIDARIEDADE
ES,DEPUTADO ESTADUAL,12456,FELIPE FILHO DE ZE LIMA,12,PDT
RR,DEPUTADO FEDERAL,1100,DELEGADO FRANCISCO,11,PP
SP,DEPUTADO FEDERAL,3325,MARIA ELIZANGELA ZANZA,33,PMN
MS,DEPUTADO ESTADUAL,14128,PAULO CESAR O NOVO,14,PTB
SP,DEPUTADO ESTADUAL,15345,MARCELO DEL BOSCO,15,MDB
SC,DEPUTADO FEDERAL,9090,JEFERSON DA ROCHA,90,PROS
MT,DEPUTADO FEDERAL,9044,RAPHAEL BRUNINI,90,PROS
MG,DEPUTADO ESTADUAL,44567,EVANDRO SARUBBI,44,UNI�O
TO,DEPUTADO ESTADUAL,20020,PROFESSOR JUNIOR GEO,20,PSC
GO,DEPUTADO ESTADUAL,77099,CRISTIANO GALINDO,77,SOLIDARIEDADE
RJ,DEPUTADO ESTADUAL,44122,ARTHUR CORR�A,44,UNI�O
AM,DEPUTADO ESTADUAL,22444,DR FELIX E BANCADA ATIVISTA,22,PL
RS,DEPUTADO ESTADUAL,12623,O HOMEM DO CAMINH�O,12,PDT
SP,DEPUTADO ESTADUAL,55999,SILVIA PALMA,55,PSD
PR,DEPUTADO FEDERAL,2030,SARGENTO JATOB�,20,PSC
PR,DEPUTADO FEDERAL,1421,ALBARI DIAS O INTERVENCIONISTA,14,PTB
SE,DEPUTADO FEDERAL,1910,CHINA DA BORRACHARIA,19,PODE
BA,DEPUTADO ESTADUAL,33233,VANILDO BISPO,33,PMN
AM,DEPUTADO ESTADUAL,40092,J� DO VIVER MELHOR,40,PSB
RJ,DEPUTADO FEDERAL,5513,GILSON DO CEFEN,55,PSD
CE,DEPUTADO ESTADUAL,15015,SILVINHA PAIVA,15,MDB
GO,DEPUTADO ESTADUAL,10210,ADELSON MOURA,10,REPUBLICANOS
AM,DEPUTADO ESTADUAL,35444,ELTON MAN�O,35,PMB
SP,DEPUTADO FEDERAL,5089,LUCIENE CAVALCANTE,50,PSOL
SC,DEPUTADO ESTADUAL,27010,ELIANO LORENA,27,DC
ES,DEPUTADO ESTADUAL,28001,SONIA AGUIAR,28,PRTB
BA,DEPUTADO ESTADUAL,14234,DERIS,14,PTB
DF,DEPUTADO DISTRITAL,40015,PROFESSORA ANA �LEN,40,PSB
SP,DEPUTADO FEDERAL,4310,PATRICIA VEDRANO,43,PV
MG,DEPUTADO ESTADUAL,15001,ZIZI ARMINDA,15,MDB
SP,DEPUTADO ESTADUAL,77007,RICARDO GENOV�Z,77,SOLIDARIEDADE
RN,DEPUTADO ESTADUAL,14000,GERALDO FILHO,14,PTB
GO,DEPUTADO FEDERAL,5510,LUDYMILLA DAMATTA,55,PSD
RS,DEPUTADO FEDERAL,2016,MATEUS DUARTE,20,PSC
AM,DEPUTADO ESTADUAL,14444,EDIMAR ALVES,14,PTB
ES,DEPUTADO ESTADUAL,10987,MARCOS GUERRA,10,REPUBLICANOS
RS,DEPUTADO ESTADUAL,50333,CELSO GIESE,50,PSOL
SP,DEPUTADO ESTADUAL,44200,PAPA GOIS,44,UNI�O
SP,DEPUTADO ESTADUAL,13650,MARCELO RIBEIRO,13,PT
DF,DEPUTADO DISTRITAL,10800,DR. EDUARDO MOREIRA,10,REPUBLICANOS
DF,VICE-GOVERNADOR,21,JAMIL MAGARI,21,PCB
PA,DEPUTADO ESTADUAL,70654,IRM�O JUVENAL,70,AVANTE
DF,DEPUTADO DISTRITAL,20321,PROF.ROBERT MARQUES,20,PSC
SP,DEPUTADO FEDERAL,7055,ZIDANE,70,AVANTE
AC,DEPUTADO ESTADUAL,22222,WANIA PINHEIRO,22,PL
PI,DEPUTADO FEDERAL,1616,FRAN DE JESUS,16,PSTU
RO,DEPUTADO ESTADUAL,14999,MARCOS NEVES,14,PTB
GO,DEPUTADO ESTADUAL,70777,MAGNA BORGES,70,AVANTE
SC,DEPUTADO ESTADUAL,13777,ADRIANA ROSSI,13,PT
PE,DEPUTADO ESTADUAL,90123,LUP�RCIA SOUZA,90,PROS
SP,DEPUTADO FEDERAL,1913,MARIA COSTA,19,PODE
RJ,DEPUTADO ESTADUAL,33646,SIMONE SCHUCHANOF,33,PMN
MG,DEPUTADO ESTADUAL,16161,PROFESSORA DIANA DE CASSIA,16,PSTU
AL,DEPUTADO ESTADUAL,55789,TONY CLOVES,55,PSD
GO,DEPUTADO ESTADUAL,51100,MILLER ASSIS,51,PATRIOTA
RS,DEPUTADO ESTADUAL,40462,LIDIANE FUNARI,40,PSB
DF,DEPUTADO DISTRITAL,43000,PROF. MICHELLE SALES,43,PV
MG,DEPUTADO ESTADUAL,45555,D�BORA LOVISI,45,PSDB
BA,DEPUTADO FEDERAL,1545,ROBSON JESUS,15,MDB
GO,DEPUTADO FEDERAL,1525,NOVA GERA��O,15,MDB
AP,DEPUTADO FEDERAL,3640,DIOGO CASTRO,36,AGIR
RJ,DEPUTADO FEDERAL,9095,ADEMIR PANCOTE,90,PROS
PR,DEPUTADO ESTADUAL,77369,ENIO DA PARADA GRACIOSA,77,SOLIDARIEDADE
PE,DEPUTADO ESTADUAL,11999,DODUEL VARELA ,11,PP
RJ,DEPUTADO FEDERAL,3300,MARCELO NASCIMENTO,33,PMN
PR,DEPUTADO FEDERAL,1406,PASTORA SELMA MAROLD,14,PTB
MA,DEPUTADO FEDERAL,4343,YURI HENRIQUE,43,PV
SC,DEPUTADO FEDERAL,5533,RUTE SOUZA,55,PSD
SP,DEPUTADO ESTADUAL,90033,GLORIA YBARRA,90,PROS
MG,DEPUTADO ESTADUAL,18155,PEPE,18,REDE
PE,DEPUTADO ESTADUAL,22212,NADJ�NIA GOMES,22,PL
PA,DEPUTADO ESTADUAL,22500,MARCOS ROCHA,22,PL
CE,DEPUTADO ESTADUAL,45545,JANE DO VALE,45,PSDB
SP,DEPUTADO ESTADUAL,14620,PROFESSOR GILSAO,14,PTB
MA,DEPUTADO FEDERAL,1300,FRANSU�LA ,13,PT
SP,DEPUTADO FEDERAL,1822,PATRICIA ZANELLA,18,REDE
PR,DEPUTADO ESTADUAL,11033,VANDECY DUTRA,11,PP
SP,DEPUTADO ESTADUAL,30555,LUCAS PAVANATO,30,NOVO
BA,DEPUTADO ESTADUAL,44789,JOAQUIM CUNHA,44,UNI�O
BA,DEPUTADO FEDERAL,5003,DANILO SANTANA COLETIVO RA�ZES,50,PSOL
MT,DEPUTADO ESTADUAL,11777,SANDRA PRINA,11,PP
SP,DEPUTADO ESTADUAL,55195,BEN�CIO BALIEIRO,55,PSD
PA,DEPUTADO ESTADUAL,19099,PERDIGAO,19,PODE
MA,DEPUTADO ESTADUAL,16222,ANTONIO DINHO,16,PSTU
RR,DEPUTADO ESTADUAL,90190,ADJALMA GON�ALVES,90,PROS
RS,DEPUTADO ESTADUAL,77123,BIBI MELLO,77,SOLIDARIEDADE
AP,DEPUTADO ESTADUAL,44963,LACIMIR ANDRADE,44,UNI�O
PA,2� SUPLENTE,430,MARLON PRADO,28,PRTB
SP,DEPUTADO FEDERAL,5534,VALDINEI NEG�O,55,PSD
RJ,DEPUTADO ESTADUAL,11789,ELSON PAZ,11,PP
RR,DEPUTADO ESTADUAL,22567,TEREZINHA DE JESUS,22,PL
SP,DEPUTADO ESTADUAL,27133,TONINHO SILVA,27,DC
ES,DEPUTADO ESTADUAL,40444,GUTO GOMES,40,PSB
RJ,DEPUTADO ESTADUAL,55022,RAIANA DE CHIQUINHO,55,PSD
MG,DEPUTADO ESTADUAL,14733,ANDR� LUIZ,14,PTB
AM,DEPUTADO FEDERAL,1544,ELIZABETH OLIVEIRA,15,MDB
AM,DEPUTADO FEDERAL,2211,NILMAR OLIVEIRA,22,PL
SP,DEPUTADO ESTADUAL,70014,MAD,70,AVANTE
SP,DEPUTADO ESTADUAL,70001,JEAN BRITO,70,AVANTE
MG,DEPUTADO FEDERAL,1013,FERNANDO CABRAL,10,REPUBLICANOS
BA,DEPUTADO FEDERAL,1982,LUCIA SANTOS ,19,PODE
MT,DEPUTADO FEDERAL,4040,MAURICIO GOMES,40,PSB
ES,DEPUTADO ESTADUAL,19456,MARIA DA PENHA,19,PODE
CE,DEPUTADO FEDERAL,1896,ADRIANA DIFEREN�A NA INCLUS�O,18,REDE
AC,DEPUTADO FEDERAL,9033,ROG�RIO BARROS,90,PROS
ES,DEPUTADO ESTADUAL,51007,ALEXANDRE MENDES,51,PATRIOTA
PR,DEPUTADO ESTADUAL,11411,MAJ�,11,PP
BA,DEPUTADO ESTADUAL,20202,DR RODRIGO ADRY,20,PSC
PI,DEPUTADO FEDERAL,1611,EGMAR OLIVEIRA,16,PSTU
MG,DEPUTADO FEDERAL,5175,CABO JOHN 2.0,51,PATRIOTA
SP,DEPUTADO FEDERAL,7780,MARCELO LIMA,77,SOLIDARIEDADE
RJ,VICE-GOVERNADOR,35,SIDCLEI BERNARDO,35,PMB
RR,DEPUTADO FEDERAL,4420,PASTOR DINIZ,44,UNI�O
AM,DEPUTADO ESTADUAL,14022,SANDRA CASTRO,14,PTB
RN,DEPUTADO FEDERAL,5122,SUELI PEDRO,51,PATRIOTA
TO,DEPUTADO FEDERAL,1580,ADRIANA ARQUITETA,15,MDB
RJ,DEPUTADO ESTADUAL,22566,LENILTON RODRIGUES,22,PL
RJ,DEPUTADO ESTADUAL,22369,BRUNO BOARETTO,22,PL
PR,DEPUTADO FEDERAL,3022,SHERYL CALONACI,30,NOVO
TO,DEPUTADO ESTADUAL,28133,ANTONIO CAXIAS GON�ALVES CRUZ,28,PRTB
AC,DEPUTADO ESTADUAL,36198,ROMEU ENTREGADOR,36,AGIR
PR,DEPUTADO ESTADUAL,45555,LUIZ ALBERTO MESTI�O,45,PSDB
RN,DEPUTADO FEDERAL,3327,ALMIR,33,PMN
RS,DEPUTADO ESTADUAL,13456,FERNANDO MARRONI,13,PT
SP,DEPUTADO ESTADUAL,28800,WALTER RESENDE,28,PRTB
TO,DEPUTADO ESTADUAL,12010,DR MAURICIO,12,PDT
BA,DEPUTADO FEDERAL,1346,MARTA RODRIGUES,13,PT
PA,DEPUTADO ESTADUAL,90190,SGT LUCIANO SILVA,90,PROS
PE,DEPUTADO ESTADUAL,70444,NEGONA ALESSANDRA SANTOS,70,AVANTE
SP,DEPUTADO ESTADUAL,40666,CARLINHOS ROSSI,40,PSB
SE,DEPUTADO FEDERAL,8080,VAGNER GAST�O,80,UP
PA,DEPUTADO ESTADUAL,13234,DIVA,13,PT
PA,DEPUTADO ESTADUAL,15195,ERLON ROCHA,15,MDB
MG,DEPUTADO ESTADUAL,70576,ELVIRA TRIBUSI,70,AVANTE
AC,DEPUTADO ESTADUAL,40007,HALISSON RODRIGO,40,PSB
TO,VICE-GOVERNADOR,29,ATHOS DANIEL ,29,PCO
SP,DEPUTADO ESTADUAL,40457,LISETE NEVES,40,PSB
PA,DEPUTADO ESTADUAL,15554,VERA ANDRADE,15,MDB
DF,DEPUTADO DISTRITAL,70777,EDIMAR PIRENEUS,70,AVANTE
SP,DEPUTADO ESTADUAL,35099,JO�O DA CONCEI��O SILVA,35,PMB
SP,DEPUTADO ESTADUAL,40155,PROF.. MARIA JOS�,40,PSB
CE,DEPUTADO ESTADUAL,11113,ALMIR BI�,11,PP
AP,DEPUTADO FEDERAL,5122,ARIANA MORAES,51,PATRIOTA
SE,DEPUTADO ESTADUAL,55155,SIL RIBEIRO,55,PSD
TO,DEPUTADO ESTADUAL,10333,ISSAM SAADO,10,REPUBLICANOS
PA,DEPUTADO ESTADUAL,12200,PROFESSORA NATALIA GUARINO,12,PDT
SP,DEPUTADO ESTADUAL,44997,NORALDINO PIMENTA,44,UNI�O
PE,DEPUTADO ESTADUAL,77888,DELEGADO ROSSINE,77,SOLIDARIEDADE
GO,DEPUTADO ESTADUAL,55515,EDILSON REIS,55,PSD
RO,DEPUTADO ESTADUAL,11444,PASTOR DIRCEU,11,PP
CE,DEPUTADO ESTADUAL,36015,AILA,36,AGIR
DF,DEPUTADO DISTRITAL,12444,NETO CADEIRANTE,12,PDT
SC,DEPUTADO FEDERAL,1850,MARIA MARGARETE PHILIPPI CECCO,18,REDE
PB,DEPUTADO ESTADUAL,27557,ALEKS MOTOS,27,DC
RJ,DEPUTADO FEDERAL,4488,FELIPE BORNIER,44,UNI�O
TO,DEPUTADO ESTADUAL,14190,TENENTE ROBERTO,14,PTB
MG,DEPUTADO ESTADUAL,10153,JEAN DAS MINAS GERAIS,10,REPUBLICANOS
AL,DEPUTADO ESTADUAL,44900,DOUTORA GIL MARIA,44,UNI�O
MT,DEPUTADO ESTADUAL,55222,ITAMI SIRAVEGNA,55,PSD
MG,VICE-GOVERNADOR,30,PROFESSOR MATEUS ,30,NOVO
SP,DEPUTADO ESTADUAL,40600,ANDREA NERI SANTANA,40,PSB
TO,DEPUTADO ESTADUAL,55222,LUCIANO OLIVEIRA,55,PSD
AM,DEPUTADO FEDERAL,7077,MARCIO PAIX�O,70,AVANTE
SC,DEPUTADO FEDERAL,1361,PROFESSOR VIEIRA,13,PT
RJ,DEPUTADO ESTADUAL,28777,ELIAS ROCHA,28,PRTB
GO,DEPUTADO FEDERAL,7077,LAIGTON ALMEIDA,70,AVANTE
RN,DEPUTADO ESTADUAL,51888,NEUMA PAIVA,51,PATRIOTA
DF,DEPUTADO DISTRITAL,20190,SUBTENENTE GERALDO ALVES,20,PSC
ES,DEPUTADO ESTADUAL,20212,FERNANDA SOUZA,20,PSC
MG,DEPUTADO FEDERAL,1910,JULIARINA,19,PODE
AM,DEPUTADO FEDERAL,7713,KEYLLA MARINHO,77,SOLIDARIEDADE
BA,DEPUTADO ESTADUAL,15789,PROFESSOR CRISTIANO,15,MDB
CE,DEPUTADO ESTADUAL,36222,POEIRA DO IC�,36,AGIR
PB,DEPUTADO ESTADUAL,11000,PASTOR LUCIANO BRENO,11,PP
PE,DEPUTADO FEDERAL,1212,ISABELLA DE ROLDAO,12,PDT
RS,VICE-GOVERNADOR,16,VERA ROSANE DE OLIVEIRA,16,PSTU
MG,DEPUTADO ESTADUAL,18244,DANIELLE LIO,18,REDE
AC,DEPUTADO ESTADUAL,11022,NAZAR� SOUSA,11,PP
BA,DEPUTADO FEDERAL,3633,ROCHA BAHIA,36,AGIR
MG,DEPUTADO FEDERAL,3577,RA�A CABELELHEIRO,35,PMB
DF,DEPUTADO FEDERAL,2820,DOUTORA GRA�AS,28,PRTB
RS,DEPUTADO ESTADUAL,15020,ADRIANA PALLADINO,15,MDB
RR,DEPUTADO ESTADUAL,11197,NILTON SINDPOL,11,PP
PR,DEPUTADO ESTADUAL,12412,PROFESSORA ANA LUCIA,12,PDT
SC,DEPUTADO ESTADUAL,55456,ALANA PINTO,55,PSD
CE,DEPUTADO ESTADUAL,44678,ABREU DE CAPISTRANO,44,UNI�O
PB,DEPUTADO FEDERAL,7788,MAZ� EXCURS�ES,77,SOLIDARIEDADE
PE,DEPUTADO FEDERAL,1065,FERNANDA PATRICIA,10,REPUBLICANOS
MG,DEPUTADO ESTADUAL,22522,MARI RANDOW,22,PL
MS,DEPUTADO ESTADUAL,28008,CAMILA MONTEIRO,28,PRTB
MG,DEPUTADO ESTADUAL,11456,ADALBERTO LOPES,11,PP
TO,DEPUTADO ESTADUAL,35777,ZEZE SANTANA,35,PMB
SP,DEPUTADO ESTADUAL,22150,RAFAEL ZUCCO,22,PL
SP,DEPUTADO ESTADUAL,22030,JO�O C�SAR,22,PL
PR,SENADOR,444,SERGIO MORO,44,UNI�O
AC,DEPUTADO ESTADUAL,55789,ESPERIDI�O DOS TRANSPORTES,55,PSD
MG,DEPUTADO ESTADUAL,12332,IGOR VERSIANE,12,PDT
RS,DEPUTADO FEDERAL,1551,JANICE LEAL,15,MDB
MT,DEPUTADO FEDERAL,5100,BENY GODOY,51,PATRIOTA
DF,DEPUTADO DISTRITAL,50300,ITAMAR OLIVEIRA,50,PSOL
PA,DEPUTADO ESTADUAL,20789,MARIO MOREIRA,20,PSC
BA,DEPUTADO FEDERAL,1023,ALEX SANTANA,10,REPUBLICANOS
SP,DEPUTADO ESTADUAL,10360,VAGNER FERNANDES,10,REPUBLICANOS
SC,DEPUTADO ESTADUAL,30007,DAD� WESTPHAL,30,NOVO
GO,DEPUTADO FEDERAL,5151,ALCIDES RODRIGUES,51,PATRIOTA
RJ,DEPUTADO FEDERAL,2047,POLICIAL FEDERAL SILVIOSANTANA,20,PSC
AP,DEPUTADO ESTADUAL,40000,PROF. LUIZ,40,PSB
PB,DEPUTADO ESTADUAL,22122,CICINHO LIMA,22,PL
RO,DEPUTADO ESTADUAL,14000,CHIRLEI BERNADINO,14,PTB
RJ,DEPUTADO ESTADUAL,15615,JOS� OT�VIO,15,MDB
PB,DEPUTADO FEDERAL,1077,VALDIR TRINDADE,10,REPUBLICANOS
BA,DEPUTADO FEDERAL,4550,LUAN LOPES,45,PSDB
SE,DEPUTADO ESTADUAL,40555,SGT NALDINHO,40,PSB
CE,DEPUTADO ESTADUAL,22001,TENENTE SIQUEIRA,22,PL
SP,DEPUTADO ESTADUAL,40444,JULIANO BOTELHO,40,PSB
BA,DEPUTADO FEDERAL,2032,ATLETA CANELA DE A�O,20,PSC
RR,DEPUTADO ESTADUAL,55678,SEANE FEITOZA,55,PSD
SP,DEPUTADO ESTADUAL,14020,ENG. GILBERTO MEGDA,14,PTB
RR,DEPUTADO ESTADUAL,11321,MAX REIS,11,PP
PR,DEPUTADO ESTADUAL,12003,SOL MENEZES,12,PDT
CE,DEPUTADO ESTADUAL,44441,GILBERTO DE GRANJA,44,UNI�O
RS,2� SUPLENTE,131,F�TIMA MARIA,13,PT
PR,DEPUTADO ESTADUAL,11321,MATHEUS THUM,11,PP
BA,DEPUTADO ESTADUAL,51789,MILU REIS,51,PATRIOTA
RS,DEPUTADO ESTADUAL,22214,KELLY MORAES,22,PL
RS,DEPUTADO FEDERAL,1914,ANGELA NUNES,19,PODE
RJ,DEPUTADO ESTADUAL,14011,PASTOR MARCO AUR�LIO,14,PTB
RJ,DEPUTADO ESTADUAL,18555,REGINALDO DEDEY,18,REDE
MS,DEPUTADO ESTADUAL,65160,SOCORRO MATOS,65,PC do B
TO,DEPUTADO FEDERAL,2255,MISMA,22,PL
BA,DEPUTADO FEDERAL,4065,TIA RITA,40,PSB
PR,DEPUTADO FEDERAL,2222,GIACOBO,22,PL
PE,DEPUTADO ESTADUAL,10500,DRA FLAVIA VANDERLEI,10,REPUBLICANOS
AC,DEPUTADO ESTADUAL,12212,GIGI,12,PDT
PR,DEPUTADO ESTADUAL,20456,MURILO BOSSOLAN,20,PSC
RJ,DEPUTADO FEDERAL,1422,SERGIO LOPES,14,PTB
MA,DEPUTADO FEDERAL,2225,HENRIQUE JUNIOR,22,PL
PB,DEPUTADO ESTADUAL,27015,DUDU FARIAS,27,DC
RS,DEPUTADO FEDERAL,9000,GUILHERME FERNANDES,90,PROS
AM,DEPUTADO ESTADUAL,27555,IRIS CLEISEM,27,DC
BA,DEPUTADO ESTADUAL,35775,PASTOR ALMIR ,35,PMB
MG,DEPUTADO ESTADUAL,28666,CLAUDIA ROCHA,28,PRTB
GO,DEPUTADO FEDERAL,2000,PROF ISABEL MORENO,20,PSC
PB,2� SUPLENTE,282,NAT�LIA ALVES,28,PRTB
PR,DEPUTADO ESTADUAL,22007,OGIER BUCHI,22,PL
RR,DEPUTADO ESTADUAL,12323,JOELSON COSTA,12,PDT
MG,DEPUTADO ESTADUAL,70200,PROFESSORA MARIA HELENA,70,AVANTE
SP,DEPUTADO FEDERAL,1403,RAFAEL VALENTIM,14,PTB
